#z      #x      #y     000
13      0       0      1
13      1       13     1
13      2       26     1
13      3       9      1
13      4       22     1
13      5       5      1
13      6       18     1
13      7       1      1
13      8       14     1
13      9       27     1
13      10      10     1
13      11      23     1
13      12      6      1
13      13      19     1
13      14      2      1
13      15      15     1
13      16      28     1
13      17      11     1
13      18      24     1
13      19      7      1
13      20      20     1
13      21      3      1
13      22      16     1
13      23      29     1
13      24      12     1
13      25      25     1
13      26      8      1
13      27      21     1
13      28      4      1
13      29      17     1
13      30      30     1


#z      #x      #y     000
17      0       0      1
17      1       17     1
17      2       4      1
17      3       21     1
17      4       8      1
17      5       25     1
17      6       12     1
17      7       29     1
17      8       16     1
17      9       3      1
17      10      20     1
17      11      7      1
17      12      24     1
17      13      11     1
17      14      28     1
17      15      15     1
17      16      2      1
17      17      19     1
17      18      6      1
17      19      23     1
17      20      10     1
17      21      27     1
17      22      14     1
17      23      1      1
17      24      18     1
17      25      5      1
17      26      22     1
17      27      9      1
17      28      26     1
17      29      13     1
17      30      00     1
17      30      30     1


#z2      #x2     #z2   000c2
13      30      30     1
13      31      43     1
13      32      56     1
13      33      39     1
13      34      52     1
13      35      35     1
13      36      48     1
13      37      31     1
13      38      44     1
13      39      57     1
13      40      40     1
13      41      53     1
13      42      36     1
13      43      49     1
13      44      32     1
13      45      45     1
13      46      58     1
13      47      41     1
13      48      54     1
13      49      37     1
13      50      50     1
13      51      33     1
13      52      46     1
13      53      59     1
13      54      42     1
13      55      55     1
13      56      38     1
13      57      51     1
13      58      34     1
13      59      47     1
13      60      60     1


#z2      #x2     #z2   000c2
17      30      30     1
17      31      47     1
17      32      34     1
17      33      51     1
17      34      38     1
17      35      55     1
17      36      42     1
17      37      59     1
17      38      46     1
17      39      33     1
17      40      50     1
17      41      37     1
17      42      54     1
17      43      41     1
17      44      58     1
17      45      45     1
17      46      32     1
17      47      49     1
17      48      36     1
17      49      53     1
17      50      40     1
17      51      57     1
17      52      44     1
17      53      31     1
17      54      48     1
17      55      35     1
17      56      52     1
17      57      39     1
17      58      56     1
17      59      43     1
17      60      30     1
17      60      60     1
